Trip id,Request id,Pickup point,Driver id,Status,Request Hour,Request timestamp,Drop timestamp,Trip Duration (mins),Is Completed,Time Slot,DAY
1077,180,Airport,112,Trip Completed,5,11-07-2016 05:48,11-07-2016 06:28,40.0,1,Early Morning,Monday
1078,1694,City,112,Trip Completed,7,12-07-2016 07:54,12-07-2016 08:48,54.0,1,Morning,Tuesday
1079,2294,City,112,Trip Completed,18,12-07-2016 18:47,12-07-2016 19:49,62.0,1,Evening,Tuesday
1080,3630,City,112,Trip Completed,18,13-07-2016 18:59,13-07-2016 19:59,59.57,1,Evening,Wednesday
1081,3978,City,112,Trip Completed,23,13-07-2016 23:18,13-07-2016 23:46,28.07,1,Night,Wednesday
1082,4426,City,112,Trip Completed,8,14-07-2016 08:21,14-07-2016 09:08,47.0,1,Morning,Thursday
1083,5115,Airport,112,Trip Completed,20,14-07-2016 20:03,14-07-2016 21:08,64.43,1,Night,Thursday
1084,5558,Airport,112,Trip Completed,5,15-07-2016 05:32,15-07-2016 06:05,33.72,1,Early Morning,Friday
1085,5827,Airport,112,Trip Completed,8,15-07-2016 08:52,15-07-2016 09:29,36.72,1,Morning,Friday
1086,6063,Airport,112,Trip Completed,13,15-07-2016 13:48,15-07-2016 14:19,30.32,1,Afternoon,Friday
1087,6691,Airport,112,Trip Completed,22,15-07-2016 22:47,16-07-2016 00:01,73.57,1,Night,Friday
1088,170,City,113,Trip Completed,5,11-07-2016 05:45,11-07-2016 06:39,54.0,1,Early Morning,Monday
1089,1326,Airport,113,Trip Completed,23,11-07-2016 23:06,12-07-2016 00:07,61.0,1,Night,Monday
1090,1476,City,113,Trip Completed,5,12-07-2016 05:16,12-07-2016 06:04,48.0,1,Early Morning,Tuesday
1091,2937,Airport,113,Trip Completed,6,13-07-2016 06:27,13-07-2016 07:15,48.22,1,Morning,Wednesday
1092,3973,City,113,Trip Completed,22,13-07-2016 22:58,13-07-2016 23:51,53.25,1,Night,Wednesday
1093,4644,City,113,Trip Completed,11,14-07-2016 11:47,14-07-2016 12:20,33.02,1,Morning,Thursday
1094,5086,Airport,113,Trip Completed,19,14-07-2016 19:41,14-07-2016 21:02,81.12,1,Evening,Thursday
1095,6572,Airport,113,Trip Completed,21,15-07-2016 21:11,15-07-2016 22:02,51.32,1,Night,Friday
1096,6755,Airport,113,Trip Completed,23,15-07-2016 23:57,16-07-2016 01:09,71.87,1,Night,Friday
1097,1483,City,114,Trip Completed,5,12-07-2016 05:22,12-07-2016 06:22,60.0,1,Early Morning,Tuesday
1098,1844,City,114,Trip Completed,9,12-07-2016 09:40,12-07-2016 10:11,31.0,1,Morning,Tuesday
1099,2120,Airport,114,Trip Completed,16,12-07-2016 16:44,12-07-2016 17:33,49.0,1,Afternoon,Tuesday
1100,2411,City,114,Trip Completed,20,12-07-2016 20:04,12-07-2016 20:40,36.0,1,Night,Tuesday
1101,2903,Airport,114,Trip Completed,6,13-07-2016 06:00,13-07-2016 06:40,40.3,1,Morning,Wednesday
1102,3289,City,114,Trip Completed,11,13-07-2016 11:06,13-07-2016 11:51,44.42,1,Morning,Wednesday
1103,3859,Airport,114,Trip Completed,21,13-07-2016 21:38,13-07-2016 22:28,50.28,1,Night,Wednesday
1104,4313,City,114,Trip Completed,6,14-07-2016 06:49,14-07-2016 07:44,54.53,1,Morning,Thursday
1105,5325,City,114,Trip Completed,22,14-07-2016 22:11,14-07-2016 23:12,60.92,1,Night,Thursday
1106,5906,City,114,Trip Completed,9,15-07-2016 09:56,15-07-2016 10:29,32.28,1,Morning,Friday
1107,6049,City,114,Trip Completed,13,15-07-2016 13:27,15-07-2016 14:32,64.93,1,Afternoon,Friday
1108,664,Airport,115,Trip Completed,12,11-07-2016 12:58,11-07-2016 14:07,69.0,1,Afternoon,Monday
1109,750,City,115,Trip Completed,15,11-07-2016 15:52,11-07-2016 16:27,35.0,1,Afternoon,Monday
1110,1950,City,115,Trip Completed,11,12-07-2016 11:33,12-07-2016 12:04,31.0,1,Morning,Tuesday
1111,2989,Airport,115,Trip Completed,7,13-07-2016 07:08,13-07-2016 07:42,33.92,1,Morning,Wednesday
1112,3266,Airport,115,Trip Completed,10,13-07-2016 10:27,13-07-2016 11:19,51.72,1,Morning,Wednesday
1113,4358,Airport,115,Trip Completed,7,14-07-2016 07:25,14-07-2016 08:08,43.47,1,Morning,Thursday
1114,4720,Airport,115,Trip Completed,13,14-07-2016 13:48,14-07-2016 14:41,52.35,1,Afternoon,Thursday
1115,5019,City,115,Trip Completed,19,14-07-2016 19:07,14-07-2016 19:59,52.35,1,Evening,Thursday
1116,5925,City,115,Trip Completed,10,15-07-2016 10:08,15-07-2016 10:32,24.58,1,Morning,Friday
1117,112,Airport,116,Trip Completed,5,11-07-2016 05:01,11-07-2016 06:04,63.0,1,Early Morning,Monday
1118,213,City,116,Trip Completed,6,11-07-2016 06:15,11-07-2016 06:57,42.0,1,Morning,Monday
1119,1818,Airport,116,Trip Completed,9,12-07-2016 09:29,12-07-2016 10:38,69.0,1,Morning,Tuesday
1120,2018,Airport,116,Trip Completed,13,12-07-2016 13:39,12-07-2016 14:19,40.0,1,Afternoon,Tuesday
1121,3231,Airport,116,Trip Completed,9,13-07-2016 09:57,13-07-2016 10:48,50.43,1,Morning,Wednesday
1122,3378,Airport,116,Trip Completed,14,13-07-2016 14:19,13-07-2016 14:58,38.88,1,Afternoon,Wednesday
1123,3896,City,116,Trip Completed,21,13-07-2016 21:55,13-07-2016 22:54,59.53,1,Night,Wednesday
1124,4828,City,116,Trip Completed,17,14-07-2016 17:26,14-07-2016 17:59,33.55,1,Evening,Thursday
1125,5944,City,116,Trip Completed,10,15-07-2016 10:23,15-07-2016 11:33,70.68,1,Morning,Friday
1126,6245,Airport,116,Trip Completed,17,15-07-2016 17:58,15-07-2016 18:57,58.53,1,Evening,Friday
1127,3957,City,117,Trip Completed,22,13-07-2016 22:42,13-07-2016 23:43,61.27,1,Night,Wednesday
1128,4066,Airport,117,Trip Completed,1,14-07-2016 01:56,14-07-2016 03:07,71.22,1,Late Night,Thursday
1129,4691,City,117,Trip Completed,13,14-07-2016 13:01,14-07-2016 13:54,52.48,1,Afternoon,Thursday
1130,6153,Airport,117,Trip Completed,16,15-07-2016 16:23,15-07-2016 17:33,69.83,1,Afternoon,Friday
1131,260,City,118,Trip Completed,6,11-07-2016 06:45,11-07-2016 07:54,69.0,1,Morning,Monday
1132,1077,Airport,118,Trip Completed,19,11-07-2016 19:55,11-07-2016 20:44,49.0,1,Evening,Monday
1133,1316,City,118,Trip Completed,22,11-07-2016 22:54,11-07-2016 23:45,51.0,1,Night,Monday
1134,1754,City,118,Trip Completed,8,12-07-2016 08:42,12-07-2016 09:39,57.0,1,Morning,Tuesday
1135,2086,City,118,Trip Completed,15,12-07-2016 15:44,12-07-2016 16:30,46.0,1,Afternoon,Tuesday
1136,3044,Airport,118,Trip Completed,7,13-07-2016 07:38,13-07-2016 08:19,40.7,1,Morning,Wednesday
1137,3295,City,118,Trip Completed,11,13-07-2016 11:32,13-07-2016 12:15,43.03,1,Morning,Wednesday
1138,3347,Airport,118,Trip Completed,12,13-07-2016 12:58,13-07-2016 13:54,56.57,1,Afternoon,Wednesday
1139,3801,Airport,118,Trip Completed,20,13-07-2016 20:59,13-07-2016 21:37,38.23,1,Night,Wednesday
1140,4249,City,118,Trip Completed,6,14-07-2016 06:03,14-07-2016 06:57,54.13,1,Morning,Thursday
1141,5096,Airport,118,Trip Completed,19,14-07-2016 19:52,14-07-2016 20:49,57.05,1,Evening,Thursday
1142,5892,City,118,Trip Completed,9,15-07-2016 09:48,15-07-2016 10:46,58.03,1,Morning,Friday
1143,6281,Airport,118,Trip Completed,18,15-07-2016 18:16,15-07-2016 19:23,66.5,1,Evening,Friday
1144,6497,City,118,Trip Completed,20,15-07-2016 20:29,15-07-2016 21:15,45.82,1,Night,Friday
1145,13,City,119,Trip Completed,1,11-07-2016 01:08,11-07-2016 01:58,50.0,1,Late Night,Monday
1146,1907,City,119,Trip Completed,10,12-07-2016 10:36,12-07-2016 11:53,77.0,1,Morning,Tuesday
1147,3074,City,119,Trip Completed,8,13-07-2016 08:03,13-07-2016 09:11,67.95,1,Morning,Wednesday
1148,3441,City,119,Trip Completed,16,13-07-2016 16:27,13-07-2016 17:43,75.23,1,Afternoon,Wednesday
1149,3651,City,119,Trip Completed,19,13-07-2016 19:13,13-07-2016 20:21,68.07,1,Evening,Wednesday
1150,4093,City,119,Trip Completed,3,14-07-2016 03:06,14-07-2016 04:03,57.25,1,Late Night,Thursday
1151,4339,City,119,Trip Completed,7,14-07-2016 07:13,14-07-2016 07:50,36.53,1,Morning,Thursday
1152,4753,City,119,Trip Completed,15,14-07-2016 15:18,14-07-2016 16:23,65.47,1,Afternoon,Thursday
1153,5933,City,119,Trip Completed,10,15-07-2016 10:12,15-07-2016 11:01,49.37,1,Morning,Friday
1154,1184,City,120,Trip Completed,21,11-07-2016 21:01,11-07-2016 22:11,70.0,1,Night,Monday
1155,1402,Airport,120,Trip Completed,2,12-07-2016 02:48,12-07-2016 03:48,60.0,1,Late Night,Tuesday
1156,1597,City,120,Trip Completed,6,12-07-2016 06:40,12-07-2016 07:42,62.0,1,Morning,Tuesday
1157,2702,City,120,Trip Completed,1,13-07-2016 01:12,13-07-2016 02:20,67.82,1,Late Night,Wednesday
1158,2996,City,120,Trip Completed,7,13-07-2016 07:13,13-07-2016 08:10,56.23,1,Morning,Wednesday
1159,4857,Airport,120,Trip Completed,17,14-07-2016 17:34,14-07-2016 18:25,50.95,1,Evening,Thursday
1160,6661,City,120,Trip Completed,22,15-07-2016 22:20,15-07-2016 23:21,60.67,1,Night,Friday
1161,134,Airport,121,Trip Completed,5,11-07-2016 05:13,11-07-2016 06:14,61.0,1,Early Morning,Monday
1162,598,City,121,Trip Completed,11,11-07-2016 11:36,11-07-2016 12:17,41.0,1,Morning,Monday
1163,726,Airport,121,Trip Completed,15,11-07-2016 15:00,11-07-2016 16:03,63.0,1,Afternoon,Monday
1164,832,Airport,121,Trip Completed,17,11-07-2016 17:38,11-07-2016 18:16,38.0,1,Evening,Monday
1165,2065,City,121,Trip Completed,15,12-07-2016 15:06,12-07-2016 16:10,64.0,1,Afternoon,Tuesday
1166,2701,Airport,121,Trip Completed,1,13-07-2016 01:04,13-07-2016 01:52,48.05,1,Late Night,Wednesday
1167,3429,City,121,Trip Completed,15,13-07-2016 15:59,13-07-2016 16:58,58.57,1,Afternoon,Wednesday
1168,3645,City,121,Trip Completed,19,13-07-2016 19:07,13-07-2016 20:00,52.65,1,Evening,Wednesday
1169,4958,City,121,Trip Completed,18,14-07-2016 18:36,14-07-2016 19:46,70.65,1,Evening,Thursday
1170,5474,City,121,Trip Completed,4,15-07-2016 04:45,15-07-2016 05:52,66.83,1,Early Morning,Friday
1171,6088,City,121,Trip Completed,14,15-07-2016 14:29,15-07-2016 15:24,54.98,1,Afternoon,Friday
1172,6714,Airport,121,Trip Completed,23,15-07-2016 23:12,16-07-2016 00:04,51.77,1,Night,Friday
1173,1024,Airport,122,Trip Completed,19,11-07-2016 19:20,11-07-2016 20:20,60.0,1,Evening,Monday
1174,1452,City,122,Trip Completed,4,12-07-2016 04:52,12-07-2016 05:41,49.0,1,Early Morning,Tuesday
1175,2507,City,122,Trip Completed,21,12-07-2016 21:05,12-07-2016 21:30,25.0,1,Night,Tuesday
1176,3052,Airport,122,Trip Completed,7,13-07-2016 07:43,13-07-2016 08:53,69.58,1,Morning,Wednesday
1177,4702,Airport,122,Trip Completed,13,14-07-2016 13:13,14-07-2016 13:43,30.0,1,Afternoon,Thursday
1178,4830,Airport,122,Trip Completed,17,14-07-2016 17:23,14-07-2016 18:36,72.57,1,Evening,Thursday
1179,5920,Airport,122,Trip Completed,10,15-07-2016 10:06,15-07-2016 10:41,35.32,1,Morning,Friday
1180,533,Airport,123,Trip Completed,9,11-07-2016 09:55,11-07-2016 10:58,63.0,1,Morning,Monday
1181,1368,City,123,Trip Completed,0,12-07-2016 00:07,12-07-2016 00:50,43.0,1,Late Night,Tuesday
1182,2499,Airport,123,Trip Completed,20,12-07-2016 20:55,12-07-2016 22:03,68.0,1,Night,Tuesday
1183,2962,City,123,Trip Completed,6,13-07-2016 06:47,13-07-2016 07:58,70.68,1,Morning,Wednesday
1184,3617,Airport,123,Trip Completed,18,13-07-2016 18:55,13-07-2016 20:07,72.27,1,Evening,Wednesday
1185,5370,City,123,Trip Completed,23,14-07-2016 23:43,15-07-2016 00:33,50.15,1,Night,Thursday
1186,47,City,124,Trip Completed,3,11-07-2016 03:22,11-07-2016 04:35,73.0,1,Late Night,Monday
1187,270,City,124,Trip Completed,6,11-07-2016 06:54,11-07-2016 07:50,56.0,1,Morning,Monday
1188,1007,City,124,Trip Completed,19,11-07-2016 19:14,11-07-2016 19:46,32.0,1,Evening,Monday
1189,2372,City,124,Trip Completed,19,12-07-2016 19:35,12-07-2016 20:13,38.0,1,Evening,Tuesday
1190,3584,Airport,124,Trip Completed,18,13-07-2016 18:29,13-07-2016 19:37,67.9,1,Evening,Wednesday
1191,4645,Airport,124,Trip Completed,11,14-07-2016 11:45,14-07-2016 12:52,66.77,1,Morning,Thursday
1192,5219,City,124,Trip Completed,21,14-07-2016 21:00,14-07-2016 22:05,64.73,1,Night,Thursday
1193,5559,Airport,124,Trip Completed,5,15-07-2016 05:39,15-07-2016 06:52,72.43,1,Early Morning,Friday
1194,631,Airport,125,Trip Completed,12,11-07-2016 12:19,11-07-2016 13:28,69.0,1,Afternoon,Monday
1195,775,City,125,Trip Completed,16,11-07-2016 16:29,11-07-2016 17:35,66.0,1,Afternoon,Monday
1196,1006,Airport,125,Trip Completed,19,11-07-2016 19:08,11-07-2016 19:40,32.0,1,Evening,Monday
1197,1995,City,125,Trip Completed,12,12-07-2016 12:51,12-07-2016 14:01,70.0,1,Afternoon,Tuesday
1198,2248,City,125,Trip Completed,18,12-07-2016 18:23,12-07-2016 19:01,38.0,1,Evening,Tuesday
1199,2540,Airport,125,Trip Completed,21,12-07-2016 21:15,12-07-2016 22:01,46.0,1,Night,Tuesday
1200,3037,Airport,125,Trip Completed,7,13-07-2016 07:33,13-07-2016 08:27,53.7,1,Morning,Wednesday
1201,3419,Airport,125,Trip Completed,15,13-07-2016 15:42,13-07-2016 16:10,28.08,1,Afternoon,Wednesday
1202,3987,City,125,Trip Completed,23,13-07-2016 23:18,13-07-2016 23:57,38.8,1,Night,Wednesday
1203,4458,City,125,Trip Completed,8,14-07-2016 08:38,14-07-2016 09:44,66.38,1,Morning,Thursday
1204,4987,Airport,125,Trip Completed,18,14-07-2016 18:46,14-07-2016 19:52,66.43,1,Evening,Thursday
1205,5868,City,125,Trip Completed,9,15-07-2016 09:16,15-07-2016 10:34,78.58,1,Morning,Friday
1206,6413,Airport,125,Trip Completed,19,15-07-2016 19:40,15-07-2016 20:18,37.8,1,Evening,Friday
1207,6533,City,125,Trip Completed,20,15-07-2016 20:52,15-07-2016 21:25,32.62,1,Night,Friday
1208,90,Airport,126,Trip Completed,4,11-07-2016 04:53,11-07-2016 05:34,41.0,1,Early Morning,Monday
1209,532,City,126,Trip Completed,9,11-07-2016 09:53,11-07-2016 11:11,78.0,1,Morning,Monday
1210,1110,City,126,Trip Completed,20,11-07-2016 20:17,11-07-2016 21:30,73.0,1,Night,Monday
1211,1759,Airport,126,Trip Completed,8,12-07-2016 08:46,12-07-2016 09:56,70.0,1,Morning,Tuesday
1212,2147,City,126,Trip Completed,17,12-07-2016 17:21,12-07-2016 18:27,66.0,1,Evening,Tuesday
1213,3254,Airport,126,Trip Completed,10,13-07-2016 10:11,13-07-2016 11:06,54.7,1,Morning,Wednesday
1214,3381,Airport,126,Trip Completed,14,13-07-2016 14:25,13-07-2016 15:15,49.95,1,Afternoon,Wednesday
1215,3656,City,126,Trip Completed,19,13-07-2016 19:11,13-07-2016 20:32,81.18,1,Evening,Wednesday
1216,3948,Airport,126,Trip Completed,22,13-07-2016 22:37,13-07-2016 23:13,35.25,1,Night,Wednesday
1217,4520,City,126,Trip Completed,9,14-07-2016 09:23,14-07-2016 10:19,56.25,1,Morning,Thursday
1218,4723,Airport,126,Trip Completed,13,14-07-2016 13:50,14-07-2016 14:36,46.42,1,Afternoon,Thursday
1219,5176,City,126,Trip Completed,20,14-07-2016 20:37,14-07-2016 21:38,60.07,1,Night,Thursday
1220,6338,City,126,Trip Completed,18,15-07-2016 18:46,15-07-2016 19:52,66.22,1,Evening,Friday
1221,6557,Airport,126,Trip Completed,21,15-07-2016 21:00,15-07-2016 21:40,40.28,1,Night,Friday
1222,504,City,127,Trip Completed,9,11-07-2016 09:40,11-07-2016 10:48,68.0,1,Morning,Monday
1223,640,Airport,127,Trip Completed,12,11-07-2016 12:27,11-07-2016 13:39,72.0,1,Afternoon,Monday
1224,1206,City,127,Trip Completed,21,11-07-2016 21:24,11-07-2016 22:14,50.0,1,Night,Monday
1225,1851,Airport,127,Trip Completed,9,12-07-2016 09:48,12-07-2016 10:58,70.0,1,Morning,Tuesday
1226,2412,Airport,127,Trip Completed,19,12-07-2016 19:59,12-07-2016 20:58,59.0,1,Evening,Tuesday
1227,3300,Airport,127,Trip Completed,11,13-07-2016 11:42,13-07-2016 12:50,67.53,1,Morning,Wednesday
1228,3648,City,127,Trip Completed,19,13-07-2016 19:13,13-07-2016 19:58,45.48,1,Evening,Wednesday
1229,6020,City,127,Trip Completed,12,15-07-2016 12:46,15-07-2016 13:25,39.05,1,Afternoon,Friday
1230,6682,City,127,Trip Completed,22,15-07-2016 22:35,15-07-2016 23:03,28.5,1,Night,Friday
1231,878,City,128,Trip Completed,18,11-07-2016 18:09,11-07-2016 18:49,40.0,1,Evening,Monday
1232,1014,Airport,128,Trip Completed,19,11-07-2016 19:14,11-07-2016 20:06,52.0,1,Evening,Monday
1233,1628,Airport,128,Trip Completed,7,12-07-2016 07:05,12-07-2016 08:17,72.0,1,Morning,Tuesday
1234,2416,City,128,Trip Completed,20,12-07-2016 20:06,12-07-2016 21:09,63.0,1,Night,Tuesday
1235,2974,Airport,128,Trip Completed,6,13-07-2016 06:46,13-07-2016 08:04,77.63,1,Morning,Wednesday
1236,3273,Airport,128,Trip Completed,10,13-07-2016 10:38,13-07-2016 11:15,36.47,1,Morning,Wednesday
1237,4210,City,128,Trip Completed,5,14-07-2016 05:38,14-07-2016 06:44,65.95,1,Early Morning,Thursday
1238,4454,City,128,Trip Completed,8,14-07-2016 08:32,14-07-2016 09:21,49.37,1,Morning,Thursday
1239,4732,Airport,128,Trip Completed,14,14-07-2016 14:13,14-07-2016 15:12,58.3,1,Afternoon,Thursday
1240,5024,City,128,Trip Completed,19,14-07-2016 19:09,14-07-2016 20:20,70.53,1,Evening,Thursday
1241,5799,Airport,128,Trip Completed,8,15-07-2016 08:41,15-07-2016 09:11,30.05,1,Morning,Friday
1242,6676,Airport,128,Trip Completed,22,15-07-2016 22:25,15-07-2016 23:43,78.15,1,Night,Friday
1243,343,City,129,Trip Completed,7,11-07-2016 07:57,11-07-2016 08:55,58.0,1,Morning,Monday
1244,1002,Airport,129,Trip Completed,19,11-07-2016 19:14,11-07-2016 20:01,47.0,1,Evening,Monday
1245,1571,Airport,129,Trip Completed,6,12-07-2016 06:28,12-07-2016 07:41,73.0,1,Morning,Tuesday
1246,1954,Airport,129,Trip Completed,11,12-07-2016 11:43,12-07-2016 12:08,25.0,1,Morning,Tuesday
1247,3436,Airport,129,Trip Completed,16,13-07-2016 16:11,13-07-2016 17:07,55.92,1,Afternoon,Wednesday
1248,5193,Airport,129,Trip Completed,20,14-07-2016 20:45,14-07-2016 21:30,45.32,1,Night,Thursday
1249,5555,City,129,Trip Completed,5,15-07-2016 05:44,15-07-2016 06:28,43.77,1,Early Morning,Friday
1250,5674,Airport,129,Trip Completed,7,15-07-2016 07:06,15-07-2016 07:47,40.75,1,Morning,Friday
1251,6596,City,129,Trip Completed,21,15-07-2016 21:33,15-07-2016 22:22,48.7,1,Night,Friday
1252,123,City,130,Trip Completed,5,11-07-2016 05:12,11-07-2016 06:14,62.0,1,Early Morning,Monday
1253,479,Airport,130,Trip Completed,9,11-07-2016 09:27,11-07-2016 10:44,77.0,1,Morning,Monday
1254,657,City,130,Trip Completed,12,11-07-2016 12:55,11-07-2016 13:46,51.0,1,Afternoon,Monday
1255,975,Airport,130,Trip Completed,18,11-07-2016 18:54,11-07-2016 20:05,71.0,1,Evening,Monday
1256,1307,Airport,130,Trip Completed,22,11-07-2016 22:42,11-07-2016 23:07,25.0,1,Night,Monday
1257,1672,City,130,Trip Completed,7,12-07-2016 07:37,12-07-2016 08:13,36.0,1,Morning,Tuesday
1258,1942,Airport,130,Trip Completed,11,12-07-2016 11:26,12-07-2016 12:27,61.0,1,Morning,Tuesday
1259,3382,City,130,Trip Completed,14,13-07-2016 14:24,13-07-2016 15:19,54.38,1,Afternoon,Wednesday
1260,4284,Airport,130,Trip Completed,6,14-07-2016 06:33,14-07-2016 07:10,37.15,1,Morning,Thursday
1261,6734,Airport,130,Trip Completed,23,15-07-2016 23:37,16-07-2016 00:25,48.13,1,Night,Friday
1262,281,City,131,Trip Completed,7,11-07-2016 07:01,11-07-2016 08:10,69.0,1,Morning,Monday
1263,1902,City,131,Trip Completed,10,12-07-2016 10:34,12-07-2016 11:46,72.0,1,Morning,Tuesday
1264,2691,Airport,131,Trip Completed,0,13-07-2016 00:44,13-07-2016 01:41,57.18,1,Late Night,Wednesday
1265,4430,City,131,Trip Completed,8,14-07-2016 08:21,14-07-2016 08:58,37.08,1,Morning,Thursday
1266,4779,City,131,Trip Completed,16,14-07-2016 16:31,14-07-2016 16:59,27.68,1,Afternoon,Thursday
1267,5097,City,131,Trip Completed,19,14-07-2016 19:52,14-07-2016 20:49,57.22,1,Evening,Thursday
1268,405,City,132,Trip Completed,8,11-07-2016 08:29,11-07-2016 09:35,66.0,1,Morning,Monday
1269,585,City,132,Trip Completed,11,11-07-2016 11:16,11-07-2016 11:57,41.0,1,Morning,Monday
1270,729,Airport,132,Trip Completed,15,11-07-2016 15:14,11-07-2016 15:50,36.0,1,Afternoon,Monday
1271,1046,Airport,132,Trip Completed,19,11-07-2016 19:31,11-07-2016 20:12,41.0,1,Evening,Monday
1272,1663,Airport,132,Trip Completed,7,12-07-2016 07:33,12-07-2016 08:21,48.0,1,Morning,Tuesday
1273,4027,City,132,Trip Completed,0,13-07-2016 00:07,13-07-2016 01:25,77.3,1,Late Night,Wednesday
1274,2876,City,132,Trip Completed,5,13-07-2016 05:49,13-07-2016 06:27,37.7,1,Early Morning,Wednesday
1275,3767,Airport,132,Trip Completed,20,13-07-2016 20:35,13-07-2016 21:09,34.07,1,Night,Wednesday
1276,5948,City,132,Trip Completed,10,15-07-2016 10:36,15-07-2016 11:36,59.45,1,Morning,Friday
1277,6027,Airport,132,Trip Completed,12,15-07-2016 12:46,15-07-2016 13:36,49.2,1,Afternoon,Friday
1278,701,City,133,Trip Completed,14,11-07-2016 14:01,11-07-2016 15:00,59.0,1,Afternoon,Monday
1279,1529,City,133,Trip Completed,5,12-07-2016 05:56,12-07-2016 06:49,53.0,1,Early Morning,Tuesday
1280,2060,Airport,133,Trip Completed,15,12-07-2016 15:04,12-07-2016 15:37,33.0,1,Afternoon,Tuesday
1281,2262,City,133,Trip Completed,18,12-07-2016 18:30,12-07-2016 18:59,29.0,1,Evening,Tuesday
1282,4425,City,133,Trip Completed,8,14-07-2016 08:24,14-07-2016 08:58,33.95,1,Morning,Thursday
1283,4710,City,133,Trip Completed,13,14-07-2016 13:26,14-07-2016 13:58,31.45,1,Afternoon,Thursday
1284,5732,Airport,133,Trip Completed,7,15-07-2016 07:47,15-07-2016 08:21,33.38,1,Morning,Friday
1285,142,City,134,Trip Completed,5,11-07-2016 05:25,11-07-2016 06:19,54.0,1,Early Morning,Monday
1286,430,City,134,Trip Completed,8,11-07-2016 08:49,11-07-2016 09:47,58.0,1,Morning,Monday
1287,612,Airport,134,Trip Completed,11,11-07-2016 11:47,11-07-2016 12:37,50.0,1,Morning,Monday
1288,927,Airport,134,Trip Completed,18,11-07-2016 18:22,11-07-2016 18:59,37.0,1,Evening,Monday
1289,1010,City,134,Trip Completed,19,11-07-2016 19:14,11-07-2016 20:09,55.0,1,Evening,Monday
1290,1845,Airport,134,Trip Completed,9,12-07-2016 09:41,12-07-2016 10:52,71.0,1,Morning,Tuesday
1291,2234,Airport,134,Trip Completed,18,12-07-2016 18:19,12-07-2016 19:03,44.0,1,Evening,Tuesday
1292,2633,Airport,134,Trip Completed,22,12-07-2016 22:18,12-07-2016 23:06,48.0,1,Night,Tuesday
1293,4012,Airport,134,Trip Completed,23,13-07-2016 23:54,14-07-2016 00:37,43.05,1,Night,Wednesday
1294,5039,City,134,Trip Completed,19,14-07-2016 19:20,14-07-2016 19:53,33.32,1,Evening,Thursday
1295,6760,Airport,134,Trip Completed,0,15-07-2016 00:03,15-07-2016 00:47,43.87,1,Late Night,Friday
1296,5681,City,134,Trip Completed,7,15-07-2016 07:17,15-07-2016 07:48,31.12,1,Morning,Friday
1297,6253,Airport,134,Trip Completed,18,15-07-2016 18:01,15-07-2016 18:57,55.37,1,Evening,Friday
1298,6558,Airport,134,Trip Completed,21,15-07-2016 21:05,15-07-2016 22:05,60.33,1,Night,Friday
1299,565,City,135,Trip Completed,10,11-07-2016 10:19,11-07-2016 11:26,67.0,1,Morning,Monday
1300,599,Airport,135,Trip Completed,11,11-07-2016 11:38,11-07-2016 12:45,67.0,1,Morning,Monday
1301,1772,Airport,135,Trip Completed,8,12-07-2016 08:54,12-07-2016 09:32,38.0,1,Morning,Tuesday
1302,3357,Airport,135,Trip Completed,13,13-07-2016 13:27,13-07-2016 14:15,47.98,1,Afternoon,Wednesday
1303,4408,City,135,Trip Completed,8,14-07-2016 08:02,14-07-2016 08:40,37.58,1,Morning,Thursday
1304,1363,Airport,136,Trip Completed,0,11-07-2016 00:00,11-07-2016 01:11,71.0,1,Late Night,Monday
1305,625,Airport,136,Trip Completed,12,11-07-2016 12:05,11-07-2016 13:15,70.0,1,Afternoon,Monday
1306,1636,Airport,136,Trip Completed,7,12-07-2016 07:17,12-07-2016 07:47,30.0,1,Morning,Tuesday
1307,2253,Airport,136,Trip Completed,18,12-07-2016 18:22,12-07-2016 19:31,69.0,1,Evening,Tuesday
1308,3471,Airport,136,Trip Completed,17,13-07-2016 17:13,13-07-2016 18:22,69.65,1,Evening,Wednesday
1309,4402,City,136,Trip Completed,8,14-07-2016 08:04,14-07-2016 09:10,65.55,1,Morning,Thursday
1310,458,Airport,137,Trip Completed,9,11-07-2016 09:12,11-07-2016 10:24,72.0,1,Morning,Monday
1311,681,City,137,Trip Completed,13,11-07-2016 13:32,11-07-2016 14:18,46.0,1,Afternoon,Monday
1312,1084,Airport,137,Trip Completed,19,11-07-2016 19:59,11-07-2016 20:33,34.0,1,Evening,Monday
1313,1896,Airport,137,Trip Completed,10,12-07-2016 10:23,12-07-2016 11:25,62.0,1,Morning,Tuesday
1314,3132,Airport,137,Trip Completed,8,13-07-2016 08:43,13-07-2016 09:54,70.72,1,Morning,Wednesday
1315,3940,City,137,Trip Completed,22,13-07-2016 22:23,13-07-2016 23:09,45.38,1,Night,Wednesday
1316,4943,Airport,137,Trip Completed,18,14-07-2016 18:27,14-07-2016 19:22,55.05,1,Evening,Thursday
1317,5537,Airport,137,Trip Completed,5,15-07-2016 05:28,15-07-2016 05:55,27.08,1,Early Morning,Friday
1318,6310,City,137,Trip Completed,18,15-07-2016 18:25,15-07-2016 19:01,36.27,1,Evening,Friday
1319,6587,Airport,137,Trip Completed,21,15-07-2016 21:24,15-07-2016 22:03,39.3,1,Night,Friday
